customer_id,customer_name,country,city,customer_segment
CUST00510,Customer 00510,Spain,Istanbul,Restaurant
CUST00511,Customer 00511,France,Casablanca,Retail
CUST00512,Customer 00512,Morocco,Barcelona,Wholesale
CUST00513,Customer 00513,Portugal,Paris,Wholesale
CUST00514,Customer 00514,Spain,Milan,Retail
CUST00515,Customer 00515,Morocco,Casablanca,Retail
CUST00516,Customer 00516,Morocco,Marrakesh,Restaurant
CUST00517,Customer 00517,Spain,Valencia,Distributor
CUST00518,Customer 00518,France,Fes,Retail
CUST00519,Customer 00519,Spain,Istanbul,Wholesale
CUST00520,Customer 00520,Morocco,Fes,Restaurant
CUST00521,Customer 00521,Spain,Valencia,Wholesale
CUST00522,Customer 00522,Spain,Istanbul,Wholesale
CUST00523,Customer 00523,Portugal,Madrid,Distributor
CUST00524,Customer 00524,Morocco,Madrid,Retail
CUST00525,Customer 00525,Spain,Marrakesh,Distributor
CUST00526,Customer 00526,Morocco,Paris,Wholesale
CUST00527,Customer 00527,France,Istanbul,Wholesale
CUST00528,Customer 00528,Morocco,Casablanca,Retail
CUST00529,Customer 00529,Morocco,Madrid,Distributor
CUST00530,Customer 00530,Portugal,Marrakesh,Retail
CUST00531,Customer 00531,Morocco,Valencia,Restaurant
CUST00532,Customer 00532,France,Fes,Retail
CUST00533,Customer 00533,Portugal,Istanbul,Distributor
CUST00534,Customer 00534,Spain,Rabat,Distributor
CUST00535,Customer 00535,Morocco,Valencia,Wholesale
CUST00536,Customer 00536,France,Tangier,Wholesale
CUST00537,Customer 00537,Portugal,Rabat,Restaurant
CUST00538,Customer 00538,Spain,Agadir,Distributor
CUST00539,Customer 00539,Morocco,Valencia,Restaurant
CUST00540,Customer 00540,Morocco,Fes,Retail
CUST00541,Customer 00541,Spain,Paris,Distributor
CUST00542,Customer 00542,France,Madrid,Distributor
CUST00543,Customer 00543,Portugal,Tangier,Retail
CUST00544,Customer 00544,France,Casablanca,Restaurant
CUST00545,Customer 00545,Morocco,Tangier,Distributor
CUST00546,Customer 00546,Morocco,Fes,Wholesale
CUST00547,Customer 00547,Portugal,Istanbul,Distributor
CUST00548,Customer 00548,Morocco,Tangier,Retail
CUST00549,Customer 00549,Portugal,Madrid,Wholesale
CUST00550,Customer 00550,France,Istanbul,Distributor
CUST00551,Customer 00551,Morocco,Casablanca,Retail
CUST00552,Customer 00552,Portugal,Istanbul,Distributor
CUST00553,Customer 00553,Portugal,Istanbul,Wholesale
CUST00554,Customer 00554,Morocco,Valencia,Retail
CUST00555,Customer 00555,Portugal,Rabat,Wholesale
CUST00556,Customer 00556,Portugal,Milan,Retail
CUST00557,Customer 00557,France,Agadir,Distributor
CUST00558,Customer 00558,Spain,Barcelona,Distributor
CUST00559,Customer 00559,Spain,Madrid,Distributor
CUST00560,Customer 00560,France,Rabat,Retail
CUST00561,Customer 00561,France,Paris,Wholesale
CUST00562,Customer 00562,France,Rabat,Retail
CUST00563,Customer 00563,Portugal,Madrid,Distributor
CUST00564,Customer 00564,Portugal,Rabat,Distributor
CUST00565,Customer 00565,France,Madrid,Distributor
CUST00566,Customer 00566,Portugal,Agadir,Wholesale
CUST00567,Customer 00567,Morocco,Marrakesh,Distributor
CUST00568,Customer 00568,Morocco,Tangier,Distributor
CUST00569,Customer 00569,France,Rabat,Retail
CUST00570,Customer 00570,Spain,Barcelona,Wholesale
CUST00571,Customer 00571,Spain,Agadir,Retail
CUST00572,Customer 00572,Morocco,Barcelona,Restaurant
CUST00573,Customer 00573,France,Rabat,Restaurant
CUST00574,Customer 00574,Morocco,Marrakesh,Wholesale
CUST00575,Customer 00575,Morocco,Casablanca,Retail
CUST00576,Customer 00576,France,Tangier,Restaurant
CUST00577,Customer 00577,Spain,Milan,Wholesale
CUST00578,Customer 00578,Spain,Rabat,Wholesale
CUST00579,Customer 00579,Morocco,Tangier,Restaurant
CUST00580,Customer 00580,France,Rabat,Distributor
CUST00581,Customer 00581,Morocco,Casablanca,Restaurant
CUST00582,Customer 00582,Morocco,Marrakesh,Restaurant
CUST00583,Customer 00583,Portugal,Madrid,Wholesale
CUST00584,Customer 00584,Portugal,Milan,Restaurant
CUST00585,Customer 00585,France,Fes,Retail
CUST00586,Customer 00586,France,Agadir,Distributor
CUST00587,Customer 00587,Portugal,Marrakesh,Wholesale
CUST00588,Customer 00588,France,Milan,Distributor
CUST00589,Customer 00589,Portugal,Barcelona,Restaurant
CUST00590,Customer 00590,Morocco,Rabat,Distributor
CUST00591,Customer 00591,Portugal,Marrakesh,Restaurant
CUST00592,Customer 00592,France,Milan,Retail
CUST00593,Customer 00593,Morocco,Barcelona,Distributor
CUST00594,Customer 00594,Portugal,Valencia,Restaurant
CUST00595,Customer 00595,Spain,Paris,Distributor
CUST00596,Customer 00596,Portugal,Agadir,Retail
CUST00597,Customer 00597,Morocco,Fes,Retail
CUST00598,Customer 00598,Morocco,Agadir,Wholesale
CUST00599,Customer 00599,Portugal,Valencia,Distributor
CUST00600,Customer 00600,France,Marrakesh,Wholesale
CUST00601,Customer 00601,France,Milan,Retail
CUST00602,Customer 00602,Spain,Valencia,Wholesale
CUST00603,Customer 00603,France,Paris,Restaurant
CUST00604,Customer 00604,Spain,Marrakesh,Retail
CUST00605,Customer 00605,France,Paris,Distributor
CUST00606,Customer 00606,Spain,Paris,Wholesale
CUST00607,Customer 00607,Spain,Paris,Retail
CUST00608,Customer 00608,France,Madrid,Distributor
CUST00609,Customer 00609,France,Madrid,Wholesale
CUST00610,Customer 00610,Morocco,Casablanca,Retail
CUST00611,Customer 00611,France,Casablanca,Restaurant
CUST00612,Customer 00612,Morocco,Fes,Retail
CUST00613,Customer 00613,France,Fes,Retail
CUST00614,Customer 00614,Spain,Casablanca,Wholesale
CUST00615,Customer 00615,France,Paris,Retail
CUST00616,Customer 00616,Morocco,Valencia,Distributor
CUST00617,Customer 00617,Morocco,Fes,Restaurant
CUST00618,Customer 00618,Morocco,Fes,Distributor
CUST00619,Customer 00619,Spain,Marrakesh,Retail
CUST00620,Customer 00620,Portugal,Milan,Restaurant
CUST00621,Customer 00621,Spain,Marrakesh,Distributor
CUST00622,Customer 00622,France,Milan,Retail
CUST00623,Customer 00623,Portugal,Agadir,Distributor
CUST00624,Customer 00624,France,Marrakesh,Wholesale
CUST00625,Customer 00625,Portugal,Paris,Wholesale
CUST00626,Customer 00626,France,Paris,Distributor
CUST00627,Customer 00627,France,Milan,Wholesale
CUST00628,Customer 00628,Portugal,Marrakesh,Distributor
CUST00629,Customer 00629,Morocco,Tangier,Distributor
CUST00630,Customer 00630,Spain,Marrakesh,Wholesale
CUST00631,Customer 00631,Spain,Madrid,Wholesale
CUST00632,Customer 00632,Spain,Tangier,Retail
CUST00633,Customer 00633,Morocco,Fes,Distributor
CUST00634,Customer 00634,Morocco,Istanbul,Wholesale
CUST00635,Customer 00635,Morocco,Barcelona,Restaurant
CUST00636,Customer 00636,Portugal,Marrakesh,Restaurant
CUST00637,Customer 00637,Portugal,Barcelona,Distributor
CUST00638,Customer 00638,Portugal,Rabat,Restaurant
CUST00639,Customer 00639,France,Marrakesh,Restaurant
CUST00640,Customer 00640,Morocco,Casablanca,Distributor
CUST00641,Customer 00641,Morocco,Fes,Distributor
CUST00642,Customer 00642,Morocco,Rabat,Distributor
CUST00643,Customer 00643,France,Barcelona,Retail
CUST00644,Customer 00644,Morocco,Valencia,Wholesale
CUST00645,Customer 00645,Spain,Paris,Restaurant
CUST00646,Customer 00646,Morocco,Barcelona,Retail
CUST00647,Customer 00647,Portugal,Marrakesh,Wholesale
CUST00648,Customer 00648,Morocco,Fes,Retail
CUST00649,Customer 00649,France,Barcelona,Distributor
CUST00650,Customer 00650,Spain,Agadir,Retail
CUST00651,Customer 00651,Morocco,Casablanca,Restaurant
CUST00652,Customer 00652,Portugal,Marrakesh,Wholesale
CUST00653,Customer 00653,Spain,Casablanca,Restaurant
CUST00654,Customer 00654,Morocco,Agadir,Restaurant
CUST00655,Customer 00655,France,Rabat,Wholesale
CUST00656,Customer 00656,France,Marrakesh,Distributor
CUST00657,Customer 00657,Morocco,Madrid,Wholesale
CUST00658,Customer 00658,Spain,Barcelona,Restaurant
CUST00659,Customer 00659,Portugal,Milan,Distributor
CUST00660,Customer 00660,Morocco,Milan,Restaurant
CUST00661,Customer 00661,France,Fes,Restaurant
CUST00662,Customer 00662,Spain,Marrakesh,Restaurant
CUST00663,Customer 00663,Morocco,Agadir,Restaurant
CUST00664,Customer 00664,Portugal,Agadir,Retail
CUST00665,Customer 00665,Spain,Paris,Wholesale
CUST00666,Customer 00666,France,Istanbul,Wholesale
CUST00667,Customer 00667,Morocco,Milan,Distributor
CUST00668,Customer 00668,Portugal,Paris,Retail
CUST00669,Customer 00669,Morocco,Barcelona,Restaurant
CUST00670,Customer 00670,Portugal,Paris,Retail
CUST00671,Customer 00671,Portugal,Agadir,Wholesale
CUST00672,Customer 00672,Portugal,Istanbul,Wholesale
CUST00673,Customer 00673,France,Rabat,Restaurant
CUST00674,Customer 00674,France,Marrakesh,Retail
CUST00675,Customer 00675,France,Marrakesh,Wholesale
CUST00676,Customer 00676,Portugal,Rabat,Restaurant
CUST00677,Customer 00677,France,Milan,Retail
CUST00678,Customer 00678,Spain,Fes,Wholesale
CUST00679,Customer 00679,Morocco,Barcelona,Restaurant
CUST00680,Customer 00680,Spain,Agadir,Restaurant
CUST00681,Customer 00681,Morocco,Istanbul,Restaurant
CUST00682,Customer 00682,Morocco,Barcelona,Retail
CUST00683,Customer 00683,France,Paris,Wholesale
CUST00684,Customer 00684,Morocco,Paris,Wholesale
CUST00685,Customer 00685,Spain,Valencia,Distributor
CUST00686,Customer 00686,Portugal,Agadir,Restaurant
CUST00687,Customer 00687,Portugal,Paris,Restaurant
CUST00688,Customer 00688,Morocco,Marrakesh,Distributor
CUST00689,Customer 00689,Portugal,Marrakesh,Restaurant
CUST00690,Customer 00690,Morocco,Barcelona,Distributor
CUST00691,Customer 00691,France,Casablanca,Restaurant
CUST00692,Customer 00692,Spain,Fes,Wholesale
CUST00693,Customer 00693,Spain,Agadir,Distributor
CUST00694,Customer 00694,Spain,Madrid,Wholesale
CUST00695,Customer 00695,France,Marrakesh,Distributor
CUST00696,Customer 00696,Portugal,Fes,Distributor
CUST00697,Customer 00697,Portugal,Paris,Wholesale
CUST00698,Customer 00698,France,Madrid,Retail
CUST00699,Customer 00699,Portugal,Istanbul,Restaurant
CUST00700,Customer 00700,Spain,Casablanca,Retail
CUST00701,Customer 00701,Morocco,Agadir,Restaurant
CUST00702,Customer 00702,France,Valencia,Wholesale
CUST00703,Customer 00703,France,Tangier,Retail
CUST00704,Customer 00704,Morocco,Tangier,Wholesale
CUST00705,Customer 00705,Portugal,Casablanca,Distributor
CUST00706,Customer 00706,France,Agadir,Distributor
CUST00707,Customer 00707,Portugal,Valencia,Restaurant
CUST00708,Customer 00708,Morocco,Milan,Wholesale
CUST00709,Customer 00709,France,Fes,Restaurant
CUST00710,Customer 00710,Portugal,Marrakesh,Restaurant
CUST00711,Customer 00711,Spain,Fes,Retail
CUST00712,Customer 00712,Spain,Istanbul,Wholesale
CUST00713,Customer 00713,Spain,Casablanca,Restaurant
CUST00714,Customer 00714,Morocco,Marrakesh,Retail
CUST00715,Customer 00715,France,Milan,Retail
CUST00716,Customer 00716,France,Agadir,Restaurant
CUST00717,Customer 00717,Morocco,Milan,Wholesale
CUST00718,Customer 00718,Portugal,Marrakesh,Retail
CUST00719,Customer 00719,Morocco,Tangier,Distributor
CUST00720,Customer 00720,Spain,Istanbul,Distributor
CUST00721,Customer 00721,Portugal,Barcelona,Distributor
CUST00722,Customer 00722,Portugal,Agadir,Retail
CUST00723,Customer 00723,Portugal,Agadir,Restaurant
CUST00724,Customer 00724,Morocco,Casablanca,Distributor
CUST00725,Customer 00725,Spain,Agadir,Wholesale
CUST00726,Customer 00726,Portugal,Rabat,Distributor
CUST00727,Customer 00727,Spain,Milan,Distributor
CUST00728,Customer 00728,Spain,Agadir,Distributor
CUST00729,Customer 00729,France,Marrakesh,Retail
CUST00730,Customer 00730,Morocco,Paris,Restaurant
CUST00731,Customer 00731,Spain,Milan,Retail
CUST00732,Customer 00732,Morocco,Milan,Restaurant
CUST00733,Customer 00733,Spain,Agadir,Restaurant
CUST00734,Customer 00734,Portugal,Barcelona,Wholesale
CUST00735,Customer 00735,France,Fes,Retail
CUST00736,Customer 00736,Portugal,Milan,Distributor
CUST00737,Customer 00737,Spain,Marrakesh,Retail
CUST00738,Customer 00738,Spain,Rabat,Restaurant
CUST00739,Customer 00739,France,Istanbul,Distributor
CUST00740,Customer 00740,France,Milan,Distributor
CUST00741,Customer 00741,Morocco,Tangier,Distributor
CUST00742,Customer 00742,France,Istanbul,Distributor
CUST00743,Customer 00743,Portugal,Fes,Distributor
CUST00744,Customer 00744,Spain,Paris,Distributor
CUST00745,Customer 00745,Portugal,Rabat,Restaurant
CUST00746,Customer 00746,Morocco,Milan,Wholesale
CUST00747,Customer 00747,Portugal,Tangier,Wholesale
CUST00748,Customer 00748,Portugal,Valencia,Distributor
CUST00749,Customer 00749,Portugal,Casablanca,Retail
CUST00750,Customer 00750,France,Tangier,Distributor
CUST00751,Customer 00751,Portugal,Paris,Restaurant
CUST00752,Customer 00752,France,Fes,Retail
CUST00753,Customer 00753,Morocco,Madrid,Distributor
CUST00754,Customer 00754,France,Fes,Wholesale
CUST00755,Customer 00755,Morocco,Madrid,Distributor
CUST00756,Customer 00756,France,Marrakesh,Retail
CUST00757,Customer 00757,Portugal,Rabat,Retail
CUST00758,Customer 00758,Portugal,Milan,Restaurant
CUST00759,Customer 00759,Portugal,Barcelona,Restaurant
CUST00760,Customer 00760,Portugal,Casablanca,Wholesale
CUST00761,Customer 00761,France,Istanbul,Distributor
CUST00762,Customer 00762,Morocco,Fes,Retail
CUST00763,Customer 00763,Morocco,Milan,Wholesale
CUST00764,Customer 00764,France,Tangier,Distributor
CUST00765,Customer 00765,Spain,Marrakesh,Wholesale
CUST00766,Customer 00766,Portugal,Valencia,Distributor
CUST00767,Customer 00767,France,Rabat,Wholesale
CUST00768,Customer 00768,Spain,Agadir,Restaurant
CUST00769,Customer 00769,Spain,Barcelona,Retail
CUST00770,Customer 00770,Spain,Madrid,Distributor
CUST00771,Customer 00771,France,Marrakesh,Restaurant
CUST00772,Customer 00772,Morocco,Tangier,Retail
CUST00773,Customer 00773,France,Tangier,Wholesale
CUST00774,Customer 00774,France,Rabat,Distributor
CUST00775,Customer 00775,Morocco,Barcelona,Distributor
CUST00776,Customer 00776,Morocco,Paris,Wholesale
CUST00777,Customer 00777,Morocco,Milan,Wholesale
CUST00778,Customer 00778,Morocco,Istanbul,Wholesale
CUST00779,Customer 00779,Portugal,Madrid,Restaurant
CUST00780,Customer 00780,Morocco,Valencia,Distributor
CUST00781,Customer 00781,Portugal,Istanbul,Retail
CUST00782,Customer 00782,France,Istanbul,Wholesale
CUST00783,Customer 00783,Spain,Barcelona,Wholesale
CUST00784,Customer 00784,Spain,Paris,Retail
CUST00785,Customer 00785,Portugal,Rabat,Wholesale
CUST00786,Customer 00786,Spain,Rabat,Wholesale
CUST00787,Customer 00787,Portugal,Tangier,Retail
CUST00788,Customer 00788,Spain,Valencia,Retail
CUST00789,Customer 00789,Spain,Istanbul,Restaurant
CUST00790,Customer 00790,Spain,Marrakesh,Wholesale
CUST00791,Customer 00791,Portugal,Tangier,Restaurant
CUST00792,Customer 00792,Spain,Tangier,Wholesale
CUST00793,Customer 00793,Morocco,Milan,Wholesale
CUST00794,Customer 00794,Morocco,Paris,Restaurant
CUST00795,Customer 00795,France,Rabat,Wholesale
CUST00796,Customer 00796,Morocco,Agadir,Retail
CUST00797,Customer 00797,Portugal,Agadir,Distributor
CUST00798,Customer 00798,Portugal,Casablanca,Wholesale
CUST00799,Customer 00799,France,Casablanca,Distributor
CUST00800,Customer 00800,Spain,Milan,Distributor
CUST00801,Customer 00801,Portugal,Istanbul,Wholesale
CUST00802,Customer 00802,Morocco,Casablanca,Wholesale
CUST00803,Customer 00803,France,Milan,Retail
CUST00804,Customer 00804,Spain,Fes,Restaurant
CUST00805,Customer 00805,Spain,Istanbul,Wholesale
CUST00806,Customer 00806,Spain,Fes,Retail
CUST00807,Customer 00807,Morocco,Barcelona,Restaurant
CUST00808,Customer 00808,Portugal,Agadir,Restaurant
CUST00809,Customer 00809,Portugal,Barcelona,Retail
CUST00810,Customer 00810,Morocco,Marrakesh,Wholesale
CUST00811,Customer 00811,France,Rabat,Restaurant
CUST00812,Customer 00812,Portugal,Paris,Restaurant
CUST00813,Customer 00813,France,Paris,Restaurant
CUST00814,Customer 00814,Spain,Paris,Wholesale
CUST00815,Customer 00815,France,Madrid,Restaurant
CUST00816,Customer 00816,Morocco,Barcelona,Restaurant
CUST00817,Customer 00817,Morocco,Rabat,Distributor
CUST00818,Customer 00818,Spain,Casablanca,Retail
CUST00819,Customer 00819,Spain,Valencia,Wholesale
CUST00820,Customer 00820,Portugal,Milan,Retail
CUST00821,Customer 00821,Portugal,Fes,Restaurant
CUST00822,Customer 00822,France,Valencia,Wholesale
CUST00823,Customer 00823,Morocco,Milan,Retail
CUST00824,Customer 00824,Portugal,Madrid,Retail
CUST00825,Customer 00825,Morocco,Madrid,Distributor
CUST00826,Customer 00826,France,Fes,Distributor
CUST00827,Customer 00827,Morocco,Valencia,Retail
CUST00828,Customer 00828,Portugal,Barcelona,Retail
CUST00829,Customer 00829,Morocco,Madrid,Restaurant
CUST00830,Customer 00830,Portugal,Rabat,Restaurant
CUST00831,Customer 00831,Portugal,Fes,Wholesale
CUST00832,Customer 00832,Portugal,Istanbul,Wholesale
CUST00833,Customer 00833,Morocco,Barcelona,Restaurant
CUST00834,Customer 00834,Morocco,Valencia,Wholesale
CUST00835,Customer 00835,Morocco,Paris,Distributor
CUST00836,Customer 00836,France,Milan,Restaurant
CUST00837,Customer 00837,Spain,Fes,Wholesale
CUST00838,Customer 00838,France,Madrid,Distributor
CUST00839,Customer 00839,Portugal,Istanbul,Distributor
CUST00840,Customer 00840,Portugal,Rabat,Wholesale
CUST00841,Customer 00841,France,Casablanca,Distributor
CUST00842,Customer 00842,Spain,Milan,Distributor
CUST00843,Customer 00843,Spain,Istanbul,Wholesale
CUST00844,Customer 00844,Morocco,Marrakesh,Restaurant
CUST00845,Customer 00845,France,Istanbul,Restaurant
CUST00846,Customer 00846,Morocco,Agadir,Retail
CUST00847,Customer 00847,France,Rabat,Restaurant
CUST00848,Customer 00848,France,Madrid,Retail
CUST00849,Customer 00849,Spain,Rabat,Restaurant
CUST00850,Customer 00850,Morocco,Milan,Wholesale
CUST00851,Customer 00851,Portugal,Madrid,Retail
CUST00852,Customer 00852,Portugal,Casablanca,Wholesale
CUST00853,Customer 00853,Portugal,Paris,Restaurant
CUST00854,Customer 00854,France,Istanbul,Retail
CUST00855,Customer 00855,France,Rabat,Restaurant
CUST00856,Customer 00856,Spain,Valencia,Restaurant
CUST00857,Customer 00857,Portugal,Paris,Retail
CUST00858,Customer 00858,Spain,Barcelona,Distributor
CUST00859,Customer 00859,Spain,Madrid,Retail
CUST00860,Customer 00860,France,Barcelona,Distributor
CUST00861,Customer 00861,Spain,Istanbul,Retail
CUST00862,Customer 00862,France,Tangier,Distributor
CUST00863,Customer 00863,Spain,Milan,Retail
CUST00864,Customer 00864,France,Valencia,Distributor
CUST00865,Customer 00865,Morocco,Fes,Restaurant
CUST00866,Customer 00866,Portugal,Milan,Distributor
CUST00867,Customer 00867,Portugal,Casablanca,Wholesale
CUST00868,Customer 00868,Morocco,Barcelona,Retail
CUST00869,Customer 00869,Morocco,Milan,Wholesale
CUST00870,Customer 00870,France,Agadir,Retail
CUST00871,Customer 00871,Spain,Milan,Distributor
CUST00872,Customer 00872,France,Casablanca,Distributor
CUST00873,Customer 00873,France,Valencia,Wholesale
CUST00874,Customer 00874,Spain,Madrid,Wholesale
CUST00875,Customer 00875,France,Istanbul,Restaurant
CUST00876,Customer 00876,France,Valencia,Distributor
CUST00877,Customer 00877,Morocco,Barcelona,Restaurant
CUST00878,Customer 00878,Portugal,Milan,Distributor
CUST00879,Customer 00879,Morocco,Casablanca,Distributor
CUST00880,Customer 00880,France,Paris,Restaurant
CUST00881,Customer 00881,France,Milan,Distributor
CUST00882,Customer 00882,France,Istanbul,Retail
CUST00883,Customer 00883,Spain,Madrid,Retail
CUST00884,Customer 00884,Morocco,Marrakesh,Retail
CUST00885,Customer 00885,Morocco,Barcelona,Wholesale
CUST00886,Customer 00886,Portugal,Agadir,Distributor
CUST00887,Customer 00887,France,Marrakesh,Distributor
CUST00888,Customer 00888,Morocco,Fes,Restaurant
CUST00889,Customer 00889,France,Casablanca,Retail
CUST00890,Customer 00890,Spain,Paris,Wholesale
CUST00891,Customer 00891,Spain,Madrid,Distributor
CUST00892,Customer 00892,Morocco,Istanbul,Distributor
CUST00893,Customer 00893,France,Marrakesh,Wholesale
CUST00894,Customer 00894,France,Barcelona,Restaurant
CUST00895,Customer 00895,Morocco,Fes,Retail
CUST00896,Customer 00896,France,Milan,Distributor
CUST00897,Customer 00897,Spain,Fes,Distributor
CUST00898,Customer 00898,France,Paris,Restaurant
CUST00899,Customer 00899,Morocco,Rabat,Distributor
CUST00900,Customer 00900,Portugal,Tangier,Retail
CUST00901,Customer 00901,Morocco,Milan,Distributor
CUST00902,Customer 00902,Portugal,Rabat,Restaurant
CUST00903,Customer 00903,Spain,Valencia,Distributor
CUST00904,Customer 00904,Morocco,Valencia,Distributor
CUST00905,Customer 00905,Portugal,Madrid,Wholesale
CUST00906,Customer 00906,Spain,Milan,Retail
CUST00907,Customer 00907,Spain,Valencia,Wholesale
CUST00908,Customer 00908,Morocco,Marrakesh,Wholesale
CUST00909,Customer 00909,Morocco,Tangier,Retail
CUST00910,Customer 00910,Portugal,Rabat,Retail
CUST00911,Customer 00911,Portugal,Milan,Wholesale
CUST00912,Customer 00912,France,Casablanca,Restaurant
CUST00913,Customer 00913,Spain,Casablanca,Wholesale
CUST00914,Customer 00914,Morocco,Casablanca,Retail
CUST00915,Customer 00915,Spain,Valencia,Wholesale
CUST00916,Customer 00916,France,Agadir,Restaurant
CUST00917,Customer 00917,Portugal,Madrid,Restaurant
CUST00918,Customer 00918,Portugal,Fes,Wholesale
CUST00919,Customer 00919,Portugal,Milan,Wholesale
CUST00920,Customer 00920,Morocco,Milan,Wholesale
CUST00921,Customer 00921,Morocco,Istanbul,Wholesale
CUST00922,Customer 00922,Spain,Valencia,Wholesale
CUST00923,Customer 00923,Spain,Milan,Distributor
CUST00924,Customer 00924,Morocco,Agadir,Restaurant
CUST00925,Customer 00925,Portugal,Barcelona,Wholesale
CUST00926,Customer 00926,Portugal,Marrakesh,Retail
CUST00927,Customer 00927,France,Istanbul,Restaurant
CUST00928,Customer 00928,Spain,Milan,Retail
CUST00929,Customer 00929,Spain,Milan,Distributor
CUST00930,Customer 00930,Morocco,Valencia,Retail
CUST00931,Customer 00931,Morocco,Casablanca,Wholesale
CUST00932,Customer 00932,Portugal,Valencia,Wholesale
CUST00933,Customer 00933,Spain,Tangier,Distributor
CUST00934,Customer 00934,France,Barcelona,Retail
CUST00935,Customer 00935,France,Marrakesh,Retail
CUST00936,Customer 00936,Spain,Tangier,Wholesale
CUST00937,Customer 00937,France,Milan,Wholesale
CUST00938,Customer 00938,Portugal,Milan,Wholesale
CUST00939,Customer 00939,Spain,Milan,Wholesale
CUST00940,Customer 00940,Spain,Rabat,Retail
CUST00941,Customer 00941,Portugal,Fes,Distributor
CUST00942,Customer 00942,France,Milan,Retail
CUST00943,Customer 00943,Morocco,Agadir,Wholesale
CUST00944,Customer 00944,France,Fes,Restaurant
CUST00945,Customer 00945,Portugal,Fes,Distributor
CUST00946,Customer 00946,France,Paris,Distributor
CUST00947,Customer 00947,Spain,Barcelona,Retail
CUST00948,Customer 00948,Morocco,Fes,Retail
CUST00949,Customer 00949,France,Istanbul,Restaurant
CUST00950,Customer 00950,Spain,Fes,Retail
CUST00951,Customer 00951,Spain,Madrid,Restaurant
CUST00952,Customer 00952,Portugal,Fes,Distributor
CUST00953,Customer 00953,Portugal,Valencia,Wholesale
CUST00954,Customer 00954,France,Milan,Wholesale
CUST00955,Customer 00955,Spain,Marrakesh,Retail
CUST00956,Customer 00956,Spain,Istanbul,Wholesale
CUST00957,Customer 00957,Morocco,Casablanca,Wholesale
CUST00958,Customer 00958,Portugal,Paris,Retail
CUST00959,Customer 00959,Morocco,Valencia,Distributor
CUST00960,Customer 00960,Portugal,Milan,Retail
CUST00961,Customer 00961,Spain,Barcelona,Retail
CUST00962,Customer 00962,Spain,Marrakesh,Restaurant
CUST00963,Customer 00963,Morocco,Barcelona,Distributor
CUST00964,Customer 00964,Morocco,Milan,Retail
CUST00965,Customer 00965,France,Valencia,Retail
CUST00966,Customer 00966,Portugal,Marrakesh,Retail
CUST00967,Customer 00967,France,Istanbul,Restaurant
CUST00968,Customer 00968,Spain,Casablanca,Retail
CUST00969,Customer 00969,Portugal,Tangier,Wholesale
CUST00970,Customer 00970,Spain,Fes,Retail
CUST00971,Customer 00971,Morocco,Milan,Retail
CUST00972,Customer 00972,Spain,Barcelona,Restaurant
CUST00973,Customer 00973,Portugal,Casablanca,Wholesale
CUST00974,Customer 00974,Spain,Rabat,Distributor
CUST00975,Customer 00975,Spain,Paris,Retail
CUST00976,Customer 00976,Portugal,Milan,Restaurant
CUST00977,Customer 00977,Spain,Paris,Wholesale
CUST00978,Customer 00978,Spain,Barcelona,Retail
CUST00979,Customer 00979,Portugal,Fes,Distributor
CUST00980,Customer 00980,Portugal,Madrid,Wholesale
CUST00981,Customer 00981,France,Madrid,Retail
CUST00982,Customer 00982,France,Rabat,Distributor
CUST00983,Customer 00983,France,Marrakesh,Retail
CUST00984,Customer 00984,France,Fes,Wholesale
CUST00985,Customer 00985,France,Barcelona,Distributor
CUST00986,Customer 00986,Morocco,Madrid,Restaurant
CUST00987,Customer 00987,Portugal,Tangier,Retail
CUST00988,Customer 00988,Portugal,Casablanca,Retail
CUST00989,Customer 00989,Morocco,Marrakesh,Retail
CUST00990,Customer 00990,France,Milan,Wholesale
CUST00991,Customer 00991,France,Casablanca,Retail
CUST00992,Customer 00992,Spain,Marrakesh,Restaurant
CUST00993,Customer 00993,Morocco,Istanbul,Distributor
CUST00994,Customer 00994,Morocco,Tangier,Restaurant
CUST00995,Customer 00995,Portugal,Madrid,Retail
CUST00996,Customer 00996,France,Barcelona,Retail
CUST00997,Customer 00997,France,Paris,Distributor
CUST00998,Customer 00998,France,Istanbul,Distributor
CUST00999,Customer 00999,Portugal,Paris,Wholesale
CUST01000,Customer 01000,France,Barcelona,Restaurant
CUST01001,Customer 01001,France,Rabat,Wholesale
CUST01002,Customer 01002,France,Valencia,Restaurant
CUST01003,Customer 01003,France,Paris,Wholesale
CUST01004,Customer 01004,France,Madrid,Wholesale
CUST01005,Customer 01005,Morocco,Rabat,Restaurant
CUST01006,Customer 01006,France,Paris,Wholesale
CUST01007,Customer 01007,Portugal,Valencia,Restaurant
CUST01008,Customer 01008,Spain,Casablanca,Restaurant
CUST01009,Customer 01009,France,Madrid,Restaurant
CUST01010,Customer 01010,Spain,Paris,Wholesale
CUST01011,Customer 01011,Portugal,Marrakesh,Distributor
CUST01012,Customer 01012,Portugal,Tangier,Wholesale
CUST01013,Customer 01013,Spain,Paris,Restaurant
CUST01014,Customer 01014,Spain,Tangier,Wholesale
CUST01015,Customer 01015,Morocco,Paris,Wholesale
CUST01016,Customer 01016,Morocco,Barcelona,Retail
CUST01017,Customer 01017,Spain,Barcelona,Distributor
CUST01018,Customer 01018,Morocco,Marrakesh,Restaurant
CUST01019,Customer 01019,Spain,Agadir,Restaurant
