sale_id,customer_id,product_id,warehouse_id,sale_date,quantity,unit_price,discount
SALE0009006,CUST00539,PROD00233,WH001,2025-02-27,348,42.25,0.129
SALE0009007,CUST01142,PROD00028,WH003,2025-01-05,48,6.33,0.129
SALE0009008,CUST01826,PROD00219,WH002,2025-09-21,87,40.83,0.118
SALE0009009,CUST01837,PROD00235,WH008,2024-07-28,75,16.94,0.055
SALE0009010,CUST00714,PROD00178,WH004,2024-07-17,149,10.53,0.097
SALE0009011,CUST01010,PROD00239,WH004,2025-08-20,368,46.63,0.035
SALE0009012,CUST01662,PROD00295,WH005,2024-05-02,447,33.21,0.146
SALE0009013,CUST00700,PROD00168,WH010,2024-04-12,14,91.8,0.048
SALE0009014,CUST00344,PROD00123,WH010,2024-08-16,86,102.92,0.047
SALE0009015,CUST01481,PROD00264,WH008,2025-06-02,408,78.86,0.142
SALE0009016,CUST01307,PROD00269,WH005,2024-11-10,137,47.26,0.022
SALE0009017,CUST00623,PROD00276,WH005,2025-02-15,169,46.47,0.121
SALE0009018,CUST01204,PROD00228,WH002,2025-02-19,7,18.3,0.029
SALE0009019,CUST01096,PROD00161,WH009,2025-02-22,224,59.52,0.037
SALE0009020,CUST00768,PROD00248,WH001,2024-09-20,199,60.65,0.021
SALE0009021,CUST00839,PROD00138,WH007,2024-02-13,324,73.63,0.03
SALE0009022,CUST01843,PROD00162,WH003,2025-10-09,368,35.45,0.058
SALE0009023,CUST00234,PROD00255,WH008,2025-02-03,416,75.06,0.137
SALE0009024,CUST01538,PROD00073,WH003,2025-10-03,368,44.63,0.138
SALE0009025,CUST01828,PROD00226,WH003,2024-02-11,34,62.22,0.074
SALE0009026,CUST01396,PROD00165,WH007,2025-02-15,331,50.38,0.141
SALE0009027,CUST01799,PROD00155,WH004,2025-07-12,60,6.09,0.017
SALE0009028,CUST01356,PROD00124,WH012,2024-06-19,25,56.89,0.01
SALE0009029,CUST00239,PROD00235,WH003,2024-10-24,223,16.94,0.007
SALE0009030,CUST00373,PROD00243,WH003,2024-04-01,19,53.0,0.06
SALE0009031,CUST01963,PROD00248,WH009,2025-05-23,448,60.65,0.068
SALE0009032,CUST01518,PROD00290,WH011,2025-03-24,379,12.36,0.094
SALE0009033,CUST01844,PROD00104,WH004,2025-12-06,250,89.15,0.021
SALE0009034,CUST00722,PROD00025,WH007,2025-07-14,378,89.29,0.045
SALE0009035,CUST01021,PROD00165,WH006,2024-07-05,303,50.38,0.136
SALE0009036,CUST00404,PROD00102,WH012,2024-09-11,390,53.2,0.015
SALE0009037,CUST00870,PROD00110,WH002,2025-04-05,5,57.55,0.096
SALE0009038,CUST00859,PROD00007,WH009,2025-01-14,8,70.38,0.114
SALE0009039,CUST00186,PROD00258,WH003,2025-09-02,97,71.34,0.05
SALE0009040,CUST01239,PROD00248,WH003,2024-08-11,215,60.65,0.005
SALE0009041,CUST01850,PROD00159,WH002,2024-11-11,58,95.78,0.034
SALE0009042,CUST00477,PROD00260,WH002,2024-03-16,404,34.73,0.07
SALE0009043,CUST00078,PROD00086,WH002,2024-03-18,162,57.52,0.07
SALE0009044,CUST01667,PROD00277,WH003,2024-02-05,327,12.68,0.081
SALE0009045,CUST01481,PROD00164,WH003,2025-09-16,243,89.52,0.022
SALE0009046,CUST00036,PROD00172,WH012,2025-07-22,392,94.63,0.046
SALE0009047,CUST01654,PROD00235,WH010,2025-05-17,87,16.94,0.009
SALE0009048,CUST01252,PROD00106,WH009,2024-07-03,220,84.22,0.011
SALE0009049,CUST01244,PROD00032,WH006,2024-05-15,417,94.72,0.115
SALE0009050,CUST00921,PROD00051,WH002,2024-11-14,352,30.25,0.073
SALE0009051,CUST00907,PROD00285,WH002,2025-06-13,347,106.54,0.126
SALE0009052,CUST00174,PROD00289,WH011,2025-02-16,221,15.65,0.046
SALE0009053,CUST00494,PROD00114,WH006,2024-03-11,287,48.16,0.134
SALE0009054,CUST01934,PROD00272,WH010,2025-08-02,51,43.19,0.124
SALE0009055,CUST00232,PROD00004,WH008,2025-05-24,164,69.93,0.095
SALE0009056,CUST01873,PROD00149,WH009,2024-05-06,24,5.78,0.027
SALE0009057,CUST00929,PROD00102,WH005,2025-02-21,438,53.2,0.039
SALE0009058,CUST01931,PROD00049,WH009,2024-11-27,278,40.57,0.146
SALE0009059,CUST00077,PROD00221,WH012,2025-09-17,479,79.82,0.049
SALE0009060,CUST00127,PROD00248,WH008,2024-08-04,286,60.65,0.124
SALE0009061,CUST01445,PROD00202,WH003,2025-11-21,324,115.44,0.093
SALE0009062,CUST01200,PROD00032,WH005,2025-02-15,118,94.72,0.129
SALE0009063,CUST01270,PROD00254,WH012,2025-10-11,217,62.93,0.107
SALE0009064,CUST00148,PROD00077,WH006,2025-04-03,272,65.12,0.028
SALE0009065,CUST00925,PROD00186,WH003,2024-08-23,226,48.01,0.016
SALE0009066,CUST00352,PROD00012,WH011,2024-03-05,226,17.59,0.119
SALE0009067,CUST01773,PROD00036,WH002,2024-11-21,131,76.02,0.148
SALE0009068,CUST00902,PROD00021,WH008,2024-07-22,270,29.85,0.112
SALE0009069,CUST00963,PROD00187,WH002,2025-12-24,30,4.13,0.122
SALE0009070,CUST00954,PROD00069,WH006,2024-02-06,348,50.05,0.011
SALE0009071,CUST01860,PROD00263,WH011,2025-05-16,345,7.79,0.13
SALE0009072,CUST00859,PROD00162,WH010,2024-04-24,320,35.45,0.065
SALE0009073,CUST01722,PROD00249,WH012,2024-08-30,339,45.8,0.147
SALE0009074,CUST00207,PROD00040,WH010,2025-08-13,119,110.04,0.118
SALE0009075,CUST01399,PROD00243,WH009,2024-01-30,422,53.0,0.008
SALE0009076,CUST01126,PROD00187,WH004,2025-11-15,222,4.13,0.039
SALE0009077,CUST00862,PROD00167,WH011,2025-07-30,51,98.71,0.027
SALE0009078,CUST00137,PROD00196,WH008,2024-08-12,495,32.11,0.076
SALE0009079,CUST01157,PROD00111,WH008,2024-02-17,181,11.57,0.038
SALE0009080,CUST00418,PROD00059,WH005,2024-08-26,262,112.22,0.103
SALE0009081,CUST01877,PROD00040,WH001,2024-09-30,318,110.04,0.139
SALE0009082,CUST01917,PROD00017,WH003,2025-05-01,414,21.81,0.087
SALE0009083,CUST01464,PROD00221,WH009,2024-07-23,499,79.82,0.061
SALE0009084,CUST00742,PROD00129,WH007,2025-03-29,184,54.56,0.043
SALE0009085,CUST01812,PROD00228,WH006,2024-05-19,73,18.3,0.096
SALE0009086,CUST01026,PROD00128,WH011,2024-12-24,92,93.54,0.128
SALE0009087,CUST01679,PROD00130,WH001,2025-03-17,78,64.46,0.014
SALE0009088,CUST00884,PROD00179,WH004,2025-02-26,357,81.05,0.005
SALE0009089,CUST01653,PROD00122,WH010,2024-07-14,368,44.83,0.004
SALE0009090,CUST00737,PROD00018,WH012,2025-12-06,246,119.15,0.057
SALE0009091,CUST00309,PROD00159,WH011,2025-09-30,83,95.78,0.039
SALE0009092,CUST00132,PROD00061,WH005,2025-12-07,237,77.3,0.123
SALE0009093,CUST00895,PROD00183,WH008,2024-03-21,6,61.0,0.091
SALE0009094,CUST00818,PROD00287,WH006,2025-06-01,326,102.6,0.088
SALE0009095,CUST00716,PROD00193,WH009,2025-01-12,445,37.92,0.121
SALE0009096,CUST00486,PROD00289,WH006,2024-12-19,266,15.65,0.065
SALE0009097,CUST00988,PROD00111,WH003,2024-07-28,442,11.57,0.089
SALE0009098,CUST01806,PROD00194,WH004,2025-05-24,424,91.67,0.11
SALE0009099,CUST01207,PROD00055,WH007,2025-01-15,149,53.01,0.042
SALE0009100,CUST00224,PROD00024,WH008,2025-04-30,418,44.66,0.136
SALE0009101,CUST00519,PROD00274,WH010,2025-07-30,198,37.02,0.144
SALE0009102,CUST00146,PROD00015,WH009,2024-02-07,165,60.53,0.041
SALE0009103,CUST00122,PROD00246,WH012,2024-03-02,410,7.69,0.132
SALE0009104,CUST01494,PROD00117,WH006,2025-12-16,431,85.92,0.044
SALE0009105,CUST01203,PROD00204,WH002,2025-02-15,44,20.57,0.109
SALE0009106,CUST01070,PROD00023,WH009,2024-01-24,116,111.16,0.102
SALE0009107,CUST01641,PROD00277,WH003,2025-03-27,332,12.68,0.036
SALE0009108,CUST00949,PROD00138,WH006,2024-02-03,131,73.63,0.115
SALE0009109,CUST01078,PROD00160,WH005,2024-03-03,26,106.78,0.111
SALE0009110,CUST01065,PROD00168,WH007,2024-11-28,165,91.8,0.142
SALE0009111,CUST01322,PROD00262,WH008,2024-03-13,480,63.25,0.141
SALE0009112,CUST00764,PROD00025,WH004,2024-01-23,421,89.29,0.026
SALE0009113,CUST01956,PROD00002,WH003,2024-01-09,164,35.49,0.083
SALE0009114,CUST01561,PROD00051,WH010,2025-09-18,185,30.25,0.071
SALE0009115,CUST01258,PROD00034,WH012,2025-05-30,79,25.04,0.004
SALE0009116,CUST00739,PROD00091,WH003,2024-01-07,74,21.48,0.12
SALE0009117,CUST00330,PROD00103,WH008,2025-02-15,326,104.28,0.112
SALE0009118,CUST01541,PROD00057,WH010,2025-10-05,137,97.97,0.076
SALE0009119,CUST00651,PROD00209,WH010,2025-03-17,257,22.71,0.092
SALE0009120,CUST00562,PROD00021,WH005,2025-10-05,83,29.85,0.123
SALE0009121,CUST01398,PROD00173,WH007,2024-03-29,208,77.87,0.102
SALE0009122,CUST01633,PROD00033,WH005,2025-12-18,399,118.37,0.024
SALE0009123,CUST00275,PROD00158,WH002,2025-06-17,427,109.36,0.113
SALE0009124,CUST01841,PROD00228,WH006,2025-08-24,388,18.3,0.098
SALE0009125,CUST00133,PROD00136,WH004,2024-06-01,427,13.7,0.086
SALE0009126,CUST01429,PROD00062,WH005,2024-10-02,287,61.28,0.086
SALE0009127,CUST01990,PROD00280,WH009,2024-02-23,257,82.84,0.107
SALE0009128,CUST00308,PROD00240,WH010,2025-07-24,322,48.93,0.045
SALE0009129,CUST00838,PROD00189,WH002,2025-08-10,25,40.1,0.137
SALE0009130,CUST00512,PROD00079,WH008,2025-10-29,340,41.08,0.1
SALE0009131,CUST01363,PROD00203,WH009,2024-05-17,252,105.67,0.033
SALE0009132,CUST01118,PROD00129,WH007,2024-12-18,113,54.56,0.081
SALE0009133,CUST00748,PROD00108,WH009,2025-08-16,374,4.4,0.028
SALE0009134,CUST00215,PROD00205,WH012,2024-08-23,314,45.97,0.062
SALE0009135,CUST00961,PROD00214,WH011,2024-07-13,499,73.05,0.04
SALE0009136,CUST01059,PROD00294,WH010,2024-12-05,452,38.84,0.073
SALE0009137,CUST01347,PROD00119,WH008,2024-10-26,441,6.52,0.109
SALE0009138,CUST01888,PROD00057,WH004,2024-08-25,58,97.97,0.02
SALE0009139,CUST00399,PROD00120,WH004,2025-12-26,284,108.7,0.042
SALE0009140,CUST01396,PROD00132,WH012,2024-04-16,126,49.44,0.075
SALE0009141,CUST00577,PROD00184,WH010,2025-07-11,146,22.3,0.091
SALE0009142,CUST00797,PROD00203,WH009,2025-06-23,352,105.67,0.046
SALE0009143,CUST01637,PROD00038,WH003,2024-08-10,389,38.9,0.124
SALE0009144,CUST01729,PROD00185,WH001,2025-12-06,44,75.95,0.098
SALE0009145,CUST01254,PROD00021,WH008,2024-05-01,213,29.85,0.035
SALE0009146,CUST00479,PROD00271,WH004,2024-09-08,242,92.12,0.143
SALE0009147,CUST01703,PROD00299,WH009,2025-09-25,432,47.27,0.055
SALE0009148,CUST00755,PROD00095,WH008,2024-11-08,215,72.49,0.139
SALE0009149,CUST01133,PROD00089,WH009,2025-03-03,95,16.76,0.049
SALE0009150,CUST00711,PROD00117,WH009,2025-06-27,233,85.92,0.086
SALE0009151,CUST00101,PROD00131,WH006,2025-09-08,240,28.96,0.072
SALE0009152,CUST00480,PROD00118,WH001,2025-09-20,344,37.57,0.143
SALE0009153,CUST00823,PROD00280,WH012,2025-05-07,21,82.84,0.099
SALE0009154,CUST01156,PROD00283,WH006,2024-05-04,316,53.61,0.122
SALE0009155,CUST01312,PROD00147,WH008,2024-05-17,176,12.42,0.004
SALE0009156,CUST00293,PROD00011,WH001,2025-04-06,377,70.04,0.015
SALE0009157,CUST01633,PROD00064,WH007,2024-05-22,405,71.08,0.011
SALE0009158,CUST00083,PROD00239,WH007,2025-10-04,300,46.63,0.122
SALE0009159,CUST01383,PROD00138,WH008,2025-09-17,44,73.63,0.05
SALE0009160,CUST00686,PROD00274,WH005,2024-01-03,479,37.02,0.133
SALE0009161,CUST00156,PROD00010,WH003,2025-01-02,282,65.84,0.092
SALE0009162,CUST00858,PROD00129,WH007,2025-05-29,230,54.56,0.061
SALE0009163,CUST00302,PROD00108,WH012,2025-08-04,358,4.4,0.103
SALE0009164,CUST00079,PROD00141,WH003,2025-08-12,95,6.87,0.064
SALE0009165,CUST01611,PROD00199,WH010,2025-05-31,309,19.1,0.061
SALE0009166,CUST01289,PROD00026,WH001,2025-02-13,59,83.64,0.137
SALE0009167,CUST00786,PROD00297,WH012,2024-07-10,371,113.46,0.019
SALE0009168,CUST00565,PROD00204,WH004,2025-03-09,244,20.57,0.103
SALE0009169,CUST00836,PROD00156,WH001,2024-09-27,466,20.06,0.125
SALE0009170,CUST00683,PROD00061,WH001,2024-06-09,69,77.3,0.102
SALE0009171,CUST00578,PROD00234,WH007,2024-08-20,315,93.42,0.134
SALE0009172,CUST00482,PROD00129,WH007,2024-04-24,203,54.56,0.084
SALE0009173,CUST01671,PROD00209,WH008,2025-01-20,307,22.71,0.04
SALE0009174,CUST00765,PROD00073,WH012,2025-11-29,241,44.63,0.048
SALE0009175,CUST00491,PROD00098,WH007,2025-09-30,20,103.77,0.143
SALE0009176,CUST00101,PROD00275,WH007,2024-08-16,102,50.24,0.113
SALE0009177,CUST00262,PROD00284,WH006,2024-04-21,466,9.82,0.14
SALE0009178,CUST01585,PROD00218,WH002,2024-11-04,359,47.68,0.013
SALE0009179,CUST01976,PROD00081,WH003,2025-01-08,461,68.03,0.048
SALE0009180,CUST00723,PROD00282,WH004,2025-09-19,194,77.3,0.014
SALE0009181,CUST00461,PROD00245,WH002,2024-03-19,258,15.09,0.025
SALE0009182,CUST01436,PROD00180,WH004,2025-09-29,218,68.01,0.061
SALE0009183,CUST00400,PROD00195,WH006,2025-02-03,83,64.58,0.1
SALE0009184,CUST00498,PROD00055,WH011,2024-07-26,377,53.01,0.062
SALE0009185,CUST01003,PROD00242,WH009,2025-10-15,152,87.32,0.034
SALE0009186,CUST00451,PROD00170,WH005,2025-03-09,434,119.17,0.139
SALE0009187,CUST01552,PROD00132,WH005,2025-04-13,285,49.44,0.082
SALE0009188,CUST00766,PROD00197,WH007,2025-08-30,278,13.72,0.099
SALE0009189,CUST01462,PROD00073,WH011,2025-06-06,414,44.63,0.107
SALE0009190,CUST00734,PROD00071,WH009,2024-01-05,193,85.01,0.048
SALE0009191,CUST00917,PROD00296,WH012,2025-09-26,349,12.11,0.015
SALE0009192,CUST01900,PROD00272,WH011,2025-11-17,240,43.19,0.108
SALE0009193,CUST01250,PROD00239,WH008,2025-04-02,115,46.63,0.143
SALE0009194,CUST00133,PROD00101,WH004,2025-09-15,20,90.55,0.149
SALE0009195,CUST01627,PROD00269,WH010,2024-10-18,457,47.26,0.125
SALE0009196,CUST01293,PROD00097,WH006,2024-05-11,50,42.57,0.007
SALE0009197,CUST00292,PROD00276,WH001,2025-09-10,488,46.47,0.079
SALE0009198,CUST01244,PROD00060,WH007,2025-02-09,65,49.21,0.09
SALE0009199,CUST01147,PROD00069,WH008,2024-03-15,325,50.05,0.113
SALE0009200,CUST01114,PROD00140,WH012,2024-06-05,57,56.32,0.102
SALE0009201,CUST01646,PROD00224,WH006,2025-08-08,264,90.07,0.106
SALE0009202,CUST00707,PROD00067,WH002,2024-12-31,368,44.93,0.113
SALE0009203,CUST01255,PROD00151,WH008,2025-07-07,151,94.79,0.018
SALE0009204,CUST00713,PROD00046,WH002,2025-05-17,247,19.69,0.073
SALE0009205,CUST01436,PROD00146,WH009,2024-03-11,79,51.56,0.066
SALE0009206,CUST01562,PROD00275,WH011,2025-03-17,316,50.24,0.086
SALE0009207,CUST01653,PROD00295,WH011,2025-09-05,324,33.21,0.121
SALE0009208,CUST01920,PROD00096,WH008,2024-09-13,65,82.36,0.097
SALE0009209,CUST01057,PROD00291,WH012,2025-01-27,72,91.27,0.016
SALE0009210,CUST01697,PROD00054,WH009,2024-07-10,323,32.75,0.109
SALE0009211,CUST01640,PROD00258,WH008,2025-11-28,195,71.34,0.137
SALE0009212,CUST01600,PROD00056,WH012,2025-02-01,156,18.11,0.13
SALE0009213,CUST01482,PROD00250,WH004,2025-08-27,97,107.89,0.053
SALE0009214,CUST00315,PROD00121,WH006,2024-11-28,138,98.68,0.041
SALE0009215,CUST00123,PROD00292,WH010,2024-09-01,92,39.7,0.128
SALE0009216,CUST01060,PROD00298,WH005,2024-11-13,243,76.11,0.036
SALE0009217,CUST00119,PROD00091,WH008,2025-12-16,156,21.48,0.095
SALE0009218,CUST01357,PROD00136,WH009,2024-03-13,448,13.7,0.029
SALE0009219,CUST01756,PROD00248,WH005,2025-06-26,436,60.65,0.091
SALE0009220,CUST01268,PROD00087,WH004,2025-10-20,452,23.02,0.123
SALE0009221,CUST00357,PROD00209,WH008,2025-05-31,460,22.71,0.107
SALE0009222,CUST01421,PROD00126,WH009,2025-10-15,347,95.7,0.091
SALE0009223,CUST01647,PROD00034,WH001,2024-07-25,80,25.04,0.03
SALE0009224,CUST00769,PROD00113,WH006,2025-09-24,293,111.45,0.124
SALE0009225,CUST01244,PROD00125,WH004,2024-11-15,225,19.14,0.146
SALE0009226,CUST01554,PROD00186,WH010,2025-07-02,186,48.01,0.14
SALE0009227,CUST00138,PROD00149,WH010,2025-04-28,70,5.78,0.038
SALE0009228,CUST01552,PROD00143,WH005,2024-06-10,185,93.11,0.133
SALE0009229,CUST00854,PROD00056,WH002,2025-12-12,445,18.11,0.117
SALE0009230,CUST00265,PROD00268,WH009,2025-05-12,177,44.87,0.11
SALE0009231,CUST00208,PROD00258,WH004,2025-11-25,289,71.34,0.099
SALE0009232,CUST01713,PROD00075,WH012,2025-11-11,265,87.82,0.143
SALE0009233,CUST01319,PROD00183,WH002,2024-04-22,437,61.0,0.061
SALE0009234,CUST01479,PROD00210,WH012,2024-03-01,215,34.1,0.024
SALE0009235,CUST01339,PROD00083,WH002,2024-02-14,83,7.82,0.068
SALE0009236,CUST01887,PROD00215,WH001,2025-10-26,161,13.32,0.143
SALE0009237,CUST00938,PROD00271,WH009,2024-07-16,13,92.12,0.033
SALE0009238,CUST01014,PROD00029,WH012,2025-10-08,159,15.39,0.032
SALE0009239,CUST01247,PROD00081,WH006,2024-09-14,234,68.03,0.001
SALE0009240,CUST01030,PROD00056,WH001,2025-10-29,434,18.11,0.039
SALE0009241,CUST00023,PROD00137,WH011,2025-11-23,470,78.59,0.039
SALE0009242,CUST01232,PROD00015,WH002,2024-04-15,103,60.53,0.014
SALE0009243,CUST00183,PROD00236,WH011,2024-08-06,48,110.52,0.05
SALE0009244,CUST01794,PROD00198,WH003,2025-04-04,171,73.99,0.022
SALE0009245,CUST01250,PROD00033,WH002,2025-11-18,149,118.37,0.073
SALE0009246,CUST01771,PROD00263,WH005,2024-07-03,94,7.79,0.116
SALE0009247,CUST01524,PROD00056,WH012,2024-09-17,331,18.11,0.018
SALE0009248,CUST00941,PROD00152,WH004,2025-03-05,486,60.7,0.012
SALE0009249,CUST01301,PROD00136,WH012,2024-03-03,212,13.7,0.092
SALE0009250,CUST00668,PROD00148,WH008,2024-10-16,19,58.87,0.102
SALE0009251,CUST00655,PROD00169,WH011,2024-01-11,409,60.71,0.131
SALE0009252,CUST01632,PROD00210,WH011,2024-10-05,240,34.1,0.031
SALE0009253,CUST00870,PROD00283,WH006,2024-11-14,102,53.61,0.007
SALE0009254,CUST00778,PROD00086,WH011,2024-07-20,364,57.52,0.09
SALE0009255,CUST01594,PROD00291,WH004,2024-09-27,448,91.27,0.045
SALE0009256,CUST00359,PROD00102,WH011,2024-09-12,372,53.2,0.057
SALE0009257,CUST00825,PROD00241,WH007,2025-09-02,193,33.36,0.109
SALE0009258,CUST01204,PROD00080,WH006,2025-03-21,65,20.23,0.077
SALE0009259,CUST00290,PROD00068,WH005,2024-08-22,338,28.03,0.062
SALE0009260,CUST00343,PROD00037,WH006,2025-10-03,412,29.36,0.104
SALE0009261,CUST01322,PROD00194,WH009,2024-12-25,170,91.67,0.057
SALE0009262,CUST00769,PROD00015,WH002,2025-11-28,341,60.53,0.047
SALE0009263,CUST00822,PROD00262,WH010,2025-04-20,333,63.25,0.144
SALE0009264,CUST00633,PROD00146,WH005,2025-04-26,147,51.56,0.147
SALE0009265,CUST01436,PROD00061,WH004,2024-05-27,492,77.3,0.053
SALE0009266,CUST01344,PROD00241,WH006,2024-09-24,127,33.36,0.057
SALE0009267,CUST01425,PROD00220,WH008,2025-12-30,338,11.4,0.09
SALE0009268,CUST00645,PROD00148,WH005,2025-11-07,31,58.87,0.109
SALE0009269,CUST01078,PROD00047,WH012,2025-01-14,170,64.38,0.119
SALE0009270,CUST00698,PROD00201,WH006,2025-05-12,389,52.36,0.131
SALE0009271,CUST00728,PROD00232,WH007,2025-03-02,436,60.74,0.123
SALE0009272,CUST01985,PROD00154,WH006,2024-11-24,83,15.64,0.1
SALE0009273,CUST01550,PROD00095,WH001,2025-06-03,342,72.49,0.121
SALE0009274,CUST00074,PROD00040,WH009,2025-06-04,138,110.04,0.141
SALE0009275,CUST01027,PROD00056,WH012,2024-10-13,448,18.11,0.143
SALE0009276,CUST01621,PROD00231,WH012,2025-09-03,491,8.08,0.119
SALE0009277,CUST01114,PROD00166,WH007,2024-10-11,483,81.16,0.074
SALE0009278,CUST01484,PROD00127,WH011,2024-05-27,118,69.27,0.144
SALE0009279,CUST01765,PROD00214,WH001,2025-12-23,259,73.05,0.094
SALE0009280,CUST01067,PROD00032,WH003,2024-03-16,114,94.72,0.082
SALE0009281,CUST00504,PROD00117,WH012,2025-07-29,499,85.92,0.15
SALE0009282,CUST00582,PROD00152,WH001,2025-05-20,486,60.7,0.076
SALE0009283,CUST01929,PROD00053,WH012,2025-11-15,406,61.83,0.098
SALE0009284,CUST01866,PROD00042,WH009,2024-03-18,497,17.45,0.108
SALE0009285,CUST00982,PROD00269,WH007,2024-12-04,325,47.26,0.131
SALE0009286,CUST00361,PROD00039,WH005,2024-09-08,494,4.76,0.044
SALE0009287,CUST01532,PROD00187,WH004,2024-12-22,27,4.13,0.031
SALE0009288,CUST00170,PROD00163,WH010,2025-05-07,287,103.21,0.138
SALE0009289,CUST01631,PROD00178,WH004,2024-09-11,231,10.53,0.111
SALE0009290,CUST00135,PROD00133,WH008,2025-06-23,134,5.82,0.028
SALE0009291,CUST01095,PROD00094,WH002,2025-02-15,186,93.48,0.068
SALE0009292,CUST01657,PROD00142,WH009,2024-09-25,142,25.64,0.052
SALE0009293,CUST00666,PROD00280,WH004,2025-07-22,453,82.84,0.082
SALE0009294,CUST01406,PROD00275,WH002,2025-07-14,304,50.24,0.085
SALE0009295,CUST00612,PROD00236,WH006,2024-06-09,389,110.52,0.103
SALE0009296,CUST01494,PROD00102,WH012,2025-05-19,204,53.2,0.12
SALE0009297,CUST01459,PROD00011,WH002,2024-11-30,440,70.04,0.141
SALE0009298,CUST00206,PROD00268,WH002,2025-03-14,177,44.87,0.07
SALE0009299,CUST01384,PROD00206,WH007,2025-11-08,417,59.4,0.023
SALE0009300,CUST00452,PROD00298,WH006,2025-12-19,28,76.11,0.012
SALE0009301,CUST00490,PROD00095,WH009,2025-08-27,31,72.49,0.035
SALE0009302,CUST00098,PROD00011,WH012,2025-04-08,209,70.04,0.125
SALE0009303,CUST00840,PROD00023,WH003,2025-10-15,158,111.16,0.101
SALE0009304,CUST01195,PROD00048,WH003,2024-05-11,278,56.2,0.045
SALE0009305,CUST01774,PROD00069,WH004,2024-06-07,321,50.05,0.112
SALE0009306,CUST00476,PROD00225,WH005,2025-04-26,357,110.1,0.122
SALE0009307,CUST01764,PROD00131,WH005,2025-05-19,195,28.96,0.01
SALE0009308,CUST00018,PROD00069,WH008,2025-09-21,274,50.05,0.125
SALE0009309,CUST00979,PROD00052,WH012,2024-06-27,382,109.62,0.101
SALE0009310,CUST00325,PROD00223,WH007,2025-09-21,247,29.04,0.005
SALE0009311,CUST01312,PROD00040,WH011,2025-04-11,247,110.04,0.056
SALE0009312,CUST00115,PROD00196,WH011,2025-09-03,331,32.11,0.017
SALE0009313,CUST00758,PROD00220,WH005,2024-11-29,54,11.4,0.098
SALE0009314,CUST00174,PROD00137,WH012,2025-01-28,479,78.59,0.002
SALE0009315,CUST01759,PROD00162,WH010,2024-10-30,336,35.45,0.11
SALE0009316,CUST00423,PROD00036,WH010,2025-10-30,356,76.02,0.038
SALE0009317,CUST01307,PROD00085,WH001,2024-06-01,164,92.47,0.072
SALE0009318,CUST01385,PROD00098,WH011,2025-08-01,302,103.77,0.041
SALE0009319,CUST01790,PROD00141,WH001,2025-02-07,2,6.87,0.016
SALE0009320,CUST01863,PROD00012,WH006,2025-03-21,138,17.59,0.129
SALE0009321,CUST01033,PROD00048,WH007,2024-02-05,187,56.2,0.054
SALE0009322,CUST01638,PROD00258,WH008,2025-09-05,177,71.34,0.144
SALE0009323,CUST00073,PROD00056,WH010,2024-06-20,241,18.11,0.068
SALE0009324,CUST00522,PROD00114,WH004,2025-08-28,400,48.16,0.026
SALE0009325,CUST00590,PROD00040,WH011,2024-02-29,235,110.04,0.137
SALE0009326,CUST01280,PROD00074,WH005,2025-06-22,409,10.46,0.035
SALE0009327,CUST00938,PROD00053,WH006,2025-04-12,449,61.83,0.031
SALE0009328,CUST01401,PROD00285,WH001,2025-02-25,369,106.54,0.127
SALE0009329,CUST00762,PROD00236,WH006,2024-11-29,423,110.52,0.06
SALE0009330,CUST01754,PROD00238,WH008,2025-10-23,455,78.95,0.114
SALE0009331,CUST01414,PROD00283,WH008,2024-05-25,129,53.61,0.057
SALE0009332,CUST00604,PROD00011,WH002,2024-08-06,95,70.04,0.056
SALE0009333,CUST01772,PROD00166,WH001,2024-02-24,486,81.16,0.042
SALE0009334,CUST01839,PROD00214,WH007,2024-10-18,223,73.05,0.008
SALE0009335,CUST00197,PROD00295,WH003,2024-07-14,353,33.21,0.07
SALE0009336,CUST01700,PROD00244,WH012,2025-05-27,329,64.19,0.049
SALE0009337,CUST01295,PROD00040,WH005,2025-03-30,378,110.04,0.031
SALE0009338,CUST01721,PROD00009,WH002,2024-12-17,9,69.11,0.007
SALE0009339,CUST00027,PROD00111,WH003,2024-09-15,276,11.57,0.079
SALE0009340,CUST00462,PROD00067,WH006,2024-10-11,378,44.93,0.044
SALE0009341,CUST01261,PROD00188,WH003,2025-09-29,295,52.81,0.066
SALE0009342,CUST00392,PROD00237,WH011,2024-05-02,237,58.8,0.097
SALE0009343,CUST00173,PROD00115,WH004,2025-08-31,434,75.27,0.031
SALE0009344,CUST00318,PROD00183,WH005,2025-10-08,281,61.0,0.072
SALE0009345,CUST01932,PROD00047,WH007,2024-09-30,221,64.38,0.147
SALE0009346,CUST00138,PROD00257,WH008,2025-10-10,22,75.07,0.004
SALE0009347,CUST01954,PROD00089,WH005,2025-10-29,440,16.76,0.127
SALE0009348,CUST00095,PROD00007,WH008,2024-12-02,227,70.38,0.04
SALE0009349,CUST00493,PROD00089,WH005,2025-11-26,238,16.76,0.011
SALE0009350,CUST01968,PROD00235,WH007,2024-10-24,467,16.94,0.105
SALE0009351,CUST00777,PROD00272,WH007,2024-04-06,72,43.19,0.106
SALE0009352,CUST00031,PROD00150,WH008,2025-12-07,263,16.53,0.136
SALE0009353,CUST01309,PROD00230,WH003,2025-02-03,73,50.4,0.077
SALE0009354,CUST00431,PROD00160,WH001,2024-02-18,384,106.78,0.072
