purchase_id,supplier_id,product_id,warehouse_id,order_date,expected_date,received_date,quantity,unit_cost
PO006157,SUP0021,PROD00170,WH004,2025-01-21,2025-01-29,2025-01-27,784,18.39
PO006158,SUP0023,PROD00217,WH007,2024-12-04,2024-12-13,2024-12-28,1056,10.02
PO006159,SUP0064,PROD00261,WH001,2024-12-13,2024-12-28,2025-01-02,277,11.0
PO006160,SUP0067,PROD00027,WH005,2024-01-29,2024-02-21,2024-02-28,125,27.72
PO006161,SUP0050,PROD00063,WH006,2024-02-04,2024-02-11,2024-02-17,4993,71.66
PO006162,SUP0002,PROD00021,WH001,2025-06-01,2025-07-01,2025-07-12,586,16.07
PO006163,SUP0005,PROD00231,WH004,2025-01-30,2025-02-22,2025-02-20,4262,56.03
PO006164,SUP0033,PROD00201,WH008,2025-09-14,2025-10-05,2025-10-12,1908,48.41
PO006165,SUP0064,PROD00145,WH004,2024-10-20,2024-11-14,2024-11-20,3302,49.79
PO006166,SUP0030,PROD00294,WH011,2025-08-11,2025-09-09,2025-09-24,275,23.98
PO006167,SUP0014,PROD00108,WH002,2024-12-14,2025-01-05,2025-01-10,4715,68.37
PO006168,SUP0074,PROD00194,WH008,2024-05-26,2024-06-16,2024-06-23,564,19.35
PO006169,SUP0019,PROD00056,WH004,2024-03-07,2024-03-28,2024-04-01,118,75.79
PO006170,SUP0017,PROD00278,WH011,2025-06-03,2025-06-19,2025-06-25,2083,73.99
PO006171,SUP0046,PROD00035,WH002,2024-05-01,2024-05-26,2024-05-28,719,43.85
PO006172,SUP0026,PROD00181,WH010,2024-12-05,2024-12-28,2024-12-26,2469,21.55
PO006173,SUP0074,PROD00151,WH003,2024-06-23,2024-07-21,2024-07-18,4740,56.82
PO006174,SUP0024,PROD00161,WH010,2025-11-21,2025-12-05,2025-12-04,3683,6.86
PO006175,SUP0005,PROD00117,WH003,2025-08-19,2025-09-12,2025-09-27,2032,37.22
PO006176,SUP0058,PROD00215,WH008,2025-03-26,2025-04-17,2025-05-01,3198,60.25
PO006177,SUP0050,PROD00085,WH012,2025-07-10,2025-07-28,2025-07-26,4299,67.93
PO006178,SUP0010,PROD00104,WH005,2024-05-15,2024-06-07,2024-06-14,146,29.38
PO006179,SUP0073,PROD00241,WH009,2024-01-16,2024-02-10,2024-02-13,1794,14.3
PO006180,SUP0037,PROD00149,WH011,2024-11-28,2024-12-20,2024-12-31,1602,21.55
PO006181,SUP0013,PROD00262,WH004,2024-07-13,2024-07-18,2024-07-31,3347,59.82
PO006182,SUP0073,PROD00105,WH011,2025-05-10,2025-05-22,2025-05-24,3677,55.28
PO006183,SUP0024,PROD00198,WH007,2024-01-09,2024-02-05,2024-02-02,1995,26.66
PO006184,SUP0001,PROD00242,WH002,2024-11-29,2024-12-20,2024-12-22,2862,25.58
PO006185,SUP0011,PROD00283,WH006,2024-11-28,2024-12-12,2024-12-26,970,10.98
PO006186,SUP0014,PROD00040,WH008,2024-11-22,2024-12-04,2024-12-08,4182,15.24
PO006187,SUP0044,PROD00225,WH008,2024-01-15,2024-02-02,2024-01-31,3335,19.49
PO006188,SUP0010,PROD00070,WH012,2025-09-05,2025-09-24,2025-10-06,4586,9.72
PO006189,SUP0005,PROD00117,WH001,2024-08-13,2024-09-04,2024-09-05,1288,34.33
PO006190,SUP0041,PROD00225,WH005,2025-02-28,2025-03-21,2025-04-01,284,72.62
PO006191,SUP0080,PROD00096,WH004,2025-02-11,2025-02-27,2025-03-12,115,19.27
PO006192,SUP0002,PROD00194,WH008,2024-04-22,2024-05-03,2024-05-13,4014,15.24
PO006193,SUP0015,PROD00087,WH005,2025-03-03,2025-03-24,2025-04-05,4901,6.44
PO006194,SUP0049,PROD00166,WH006,2024-01-01,2024-01-21,2024-01-23,3822,19.35
PO006195,SUP0052,PROD00145,WH010,2024-09-22,2024-09-29,2024-10-02,3403,19.27
PO006196,SUP0047,PROD00049,WH012,2025-05-05,2025-05-25,2025-05-30,2542,18.84
PO006197,SUP0058,PROD00183,WH003,2024-07-26,2024-08-10,2024-08-14,2921,76.2
PO006198,SUP0039,PROD00266,WH009,2025-09-13,2025-10-02,2025-10-08,1207,43.85
PO006199,SUP0054,PROD00294,WH001,2025-12-12,2025-12-27,2025-12-28,931,58.35
PO006200,SUP0014,PROD00053,WH002,2025-01-03,2025-01-24,2025-02-01,2587,41.57
PO006201,SUP0061,PROD00128,WH004,2024-11-01,2024-11-29,2024-12-09,4461,70.77
PO006202,SUP0041,PROD00236,WH007,2024-01-12,2024-01-28,2024-01-27,2359,41.04
PO006203,SUP0064,PROD00019,WH011,2024-12-10,2025-01-07,2025-01-17,3026,64.23
PO006204,SUP0069,PROD00005,WH010,2025-04-09,2025-04-15,2025-04-25,4471,70.07
PO006205,SUP0027,PROD00035,WH010,2025-11-30,2025-12-11,2025-12-24,1839,25.58
PO006206,SUP0042,PROD00031,WH003,2025-10-27,2025-11-09,2025-11-19,3982,36.83
PO006207,SUP0055,PROD00027,WH004,2025-05-08,2025-05-23,2025-06-05,2461,35.9
PO006208,SUP0049,PROD00104,WH012,2025-01-02,2025-01-30,2025-02-07,1984,3.85
PO006209,SUP0074,PROD00078,WH004,2025-02-23,2025-03-06,2025-03-20,2472,67.92
PO006210,SUP0018,PROD00143,WH006,2024-06-19,2024-07-13,2024-07-21,3713,43.66
PO006211,SUP0010,PROD00163,WH006,2024-05-13,2024-05-19,2024-05-26,3864,68.37
PO006212,SUP0052,PROD00099,WH009,2025-03-02,2025-03-23,2025-03-24,4465,78.74
PO006213,SUP0022,PROD00138,WH011,2024-01-25,2024-01-30,2024-02-02,1200,37.97
PO006214,SUP0049,PROD00057,WH011,2025-06-13,2025-07-02,2025-07-01,4313,71.66
PO006215,SUP0021,PROD00262,WH011,2024-07-08,2024-08-05,2024-08-14,3105,79.1
PO006216,SUP0033,PROD00247,WH007,2024-05-20,2024-06-12,2024-06-23,1483,18.01
PO006217,SUP0004,PROD00108,WH011,2025-07-08,2025-07-19,2025-07-31,4568,21.55
PO006218,SUP0061,PROD00287,WH008,2025-10-19,2025-11-04,2025-11-09,1528,56.38
PO006219,SUP0013,PROD00293,WH004,2024-11-10,2024-11-28,2024-12-11,1016,56.03
PO006220,SUP0023,PROD00293,WH005,2025-03-19,2025-04-18,2025-04-19,749,10.07
PO006221,SUP0029,PROD00072,WH009,2024-11-14,2024-12-13,2024-12-15,17,63.37
PO006222,SUP0024,PROD00179,WH004,2025-03-16,2025-04-14,2025-04-23,4759,75.87
PO006223,SUP0065,PROD00185,WH005,2024-04-01,2024-04-14,2024-04-14,2809,62.85
PO006224,SUP0009,PROD00277,WH010,2024-06-27,2024-07-13,2024-07-18,1355,38.62
PO006225,SUP0068,PROD00123,WH002,2024-02-25,2024-03-11,2024-03-25,2150,72.62
PO006226,SUP0007,PROD00119,WH006,2024-06-03,2024-07-02,2024-06-29,3305,10.08
PO006227,SUP0026,PROD00082,WH009,2025-11-02,2025-11-14,2025-11-11,1244,40.36
PO006228,SUP0025,PROD00168,WH011,2024-04-20,2024-05-08,2024-05-20,2490,63.37
PO006229,SUP0040,PROD00229,WH010,2024-05-16,2024-06-09,2024-06-06,4488,29.39
PO006230,SUP0057,PROD00052,WH007,2024-08-19,2024-09-05,2024-09-13,4136,69.41
PO006231,SUP0018,PROD00048,WH004,2025-04-12,2025-05-05,2025-05-15,1220,70.71
PO006232,SUP0008,PROD00269,WH007,2025-04-25,2025-05-24,2025-06-01,1424,75.4
PO006233,SUP0069,PROD00161,WH007,2024-03-08,2024-03-30,2024-04-09,2403,28.59
PO006234,SUP0039,PROD00225,WH007,2024-09-05,2024-09-30,2024-10-03,424,65.73
PO006235,SUP0069,PROD00090,WH004,2024-11-18,2024-12-14,2024-12-27,176,13.64
PO006236,SUP0047,PROD00279,WH008,2025-06-01,2025-06-24,2025-06-26,1460,47.27
PO006237,SUP0051,PROD00240,WH011,2025-03-07,2025-03-28,2025-04-03,1758,9.72
PO006238,SUP0010,PROD00204,WH004,2025-05-01,2025-05-18,2025-05-21,2009,36.78
PO006239,SUP0038,PROD00199,WH001,2025-08-28,2025-09-02,2025-09-16,854,78.74
PO006240,SUP0051,PROD00078,WH009,2025-03-04,2025-03-24,2025-03-26,126,36.56
PO006241,SUP0052,PROD00160,WH010,2024-09-25,2024-10-07,2024-10-10,412,11.35
PO006242,SUP0064,PROD00145,WH010,2025-12-09,2025-12-30,2026-01-05,671,60.85
PO006243,SUP0056,PROD00123,WH005,2025-06-20,2025-07-15,2025-07-14,1833,69.03
PO006244,SUP0030,PROD00049,WH001,2024-05-27,2024-06-22,2024-06-20,812,32.97
PO006245,SUP0031,PROD00193,WH007,2024-04-27,2024-05-14,2024-05-24,1475,25.06
PO006246,SUP0068,PROD00141,WH006,2025-01-01,2025-01-30,2025-01-31,2616,15.66
PO006247,SUP0038,PROD00002,WH009,2024-03-06,2024-03-20,2024-03-19,2723,21.53
PO006248,SUP0020,PROD00084,WH010,2025-01-04,2025-01-23,2025-02-01,2893,52.77
PO006249,SUP0001,PROD00262,WH005,2024-06-23,2024-06-30,2024-06-30,4327,18.84
PO006250,SUP0005,PROD00196,WH012,2025-08-10,2025-08-28,2025-08-27,3406,25.36
PO006251,SUP0008,PROD00094,WH007,2025-05-09,2025-06-06,2025-06-04,60,77.26
PO006252,SUP0076,PROD00010,WH011,2024-04-23,2024-05-07,2024-05-17,861,8.36
PO006253,SUP0079,PROD00172,WH004,2024-04-20,2024-05-09,2024-05-14,4197,66.48
PO006254,SUP0049,PROD00069,WH005,2025-03-14,2025-04-08,2025-04-08,2282,35.04
PO006255,SUP0054,PROD00200,WH011,2025-12-15,2025-12-22,2025-12-19,4037,56.32
PO006256,SUP0037,PROD00164,WH008,2024-05-26,2024-06-17,2024-07-01,1819,56.9
PO006257,SUP0056,PROD00179,WH001,2024-02-04,2024-02-13,2024-02-12,1465,76.14
PO006258,SUP0020,PROD00109,WH009,2024-11-04,2024-11-30,2024-12-05,4697,39.8
PO006259,SUP0035,PROD00131,WH001,2025-06-21,2025-07-02,2025-07-10,3785,63.37
PO006260,SUP0002,PROD00238,WH003,2024-01-14,2024-01-21,2024-01-20,4235,66.07
PO006261,SUP0022,PROD00125,WH011,2025-01-08,2025-01-24,2025-01-21,219,64.91
PO006262,SUP0055,PROD00223,WH008,2025-07-10,2025-07-26,2025-07-23,782,9.15
PO006263,SUP0044,PROD00120,WH004,2025-03-03,2025-03-16,2025-03-30,1641,56.03
PO006264,SUP0064,PROD00042,WH005,2025-12-28,2026-01-26,2026-01-26,3738,43.66
PO006265,SUP0046,PROD00131,WH012,2024-08-20,2024-09-12,2024-09-19,550,79.03
PO006266,SUP0071,PROD00085,WH005,2025-12-05,2025-12-15,2025-12-30,4753,61.27
PO006267,SUP0001,PROD00093,WH009,2025-07-16,2025-07-26,2025-07-28,4506,4.81
PO006268,SUP0024,PROD00025,WH009,2025-12-26,2026-01-02,2026-01-10,4814,58.26
PO006269,SUP0018,PROD00057,WH008,2025-10-24,2025-11-19,2025-11-27,3225,65.73
PO006270,SUP0016,PROD00081,WH007,2025-03-15,2025-04-06,2025-04-03,4984,70.19
PO006271,SUP0043,PROD00024,WH006,2025-05-16,2025-06-03,2025-06-05,477,48.41
PO006272,SUP0018,PROD00143,WH012,2024-10-01,2024-10-21,2024-10-25,4926,12.22
PO006273,SUP0077,PROD00152,WH004,2024-03-16,2024-03-23,2024-03-27,453,19.27
PO006274,SUP0047,PROD00024,WH012,2025-03-14,2025-03-26,2025-03-28,1389,19.27
PO006275,SUP0077,PROD00204,WH003,2025-11-29,2025-12-19,2025-12-24,1973,26.49
PO006276,SUP0065,PROD00145,WH005,2024-10-15,2024-11-06,2024-11-10,397,11.84
PO006277,SUP0062,PROD00202,WH006,2025-06-23,2025-07-22,2025-07-26,2114,35.9
PO006278,SUP0076,PROD00137,WH003,2025-11-22,2025-12-03,2025-12-18,4615,78.74
PO006279,SUP0068,PROD00010,WH004,2024-09-09,2024-10-08,2024-10-16,1851,56.38
PO006280,SUP0053,PROD00131,WH002,2024-05-05,2024-05-10,2024-05-23,2365,27.49
PO006281,SUP0032,PROD00066,WH010,2024-06-25,2024-07-17,2024-07-27,393,28.22
PO006282,SUP0003,PROD00171,WH001,2024-02-06,2024-02-27,2024-03-05,2241,21.53
PO006283,SUP0064,PROD00055,WH006,2025-02-13,2025-03-11,2025-03-24,4798,38.68
PO006284,SUP0016,PROD00286,WH003,2025-09-02,2025-09-07,2025-09-14,1741,58.17
PO006285,SUP0022,PROD00054,WH001,2025-09-01,2025-09-20,2025-10-02,435,69.05
PO006286,SUP0037,PROD00132,WH008,2024-05-06,2024-05-26,2024-05-31,4699,63.51
PO006287,SUP0073,PROD00055,WH012,2025-04-27,2025-05-24,2025-05-28,597,65.84
PO006288,SUP0063,PROD00129,WH012,2024-06-16,2024-07-06,2024-07-06,90,54.64
PO006289,SUP0033,PROD00183,WH007,2025-08-14,2025-08-19,2025-08-22,4334,16.83
PO006290,SUP0036,PROD00272,WH007,2024-10-20,2024-11-15,2024-11-28,2709,54.64
PO006291,SUP0027,PROD00246,WH005,2025-09-29,2025-10-25,2025-11-06,2288,8.36
PO006292,SUP0052,PROD00194,WH001,2024-12-08,2025-01-01,2025-01-10,3634,34.33
PO006293,SUP0051,PROD00194,WH012,2024-11-05,2024-11-14,2024-11-18,485,79.76
PO006294,SUP0061,PROD00135,WH002,2025-10-23,2025-11-21,2025-11-27,1222,48.41
PO006295,SUP0014,PROD00279,WH001,2025-06-11,2025-06-16,2025-06-30,1590,45.48
PO006296,SUP0077,PROD00108,WH009,2025-06-23,2025-07-11,2025-07-24,1270,14.35
PO006297,SUP0069,PROD00300,WH011,2025-02-22,2025-03-10,2025-03-11,2320,23.98
PO006298,SUP0028,PROD00298,WH004,2025-03-19,2025-03-24,2025-03-30,3000,42.55
PO006299,SUP0003,PROD00071,WH007,2025-11-15,2025-11-23,2025-12-02,4988,76.2
PO006300,SUP0062,PROD00226,WH006,2025-07-11,2025-08-09,2025-08-16,1094,8.58
PO006301,SUP0054,PROD00288,WH005,2024-08-23,2024-09-19,2024-09-29,4588,44.63
PO006302,SUP0013,PROD00219,WH004,2025-03-14,2025-03-20,2025-03-23,3289,78.75
PO006303,SUP0009,PROD00236,WH006,2024-08-01,2024-08-21,2024-09-03,1234,18.88
PO006304,SUP0009,PROD00128,WH006,2024-03-25,2024-04-07,2024-04-21,2009,15.99
PO006305,SUP0035,PROD00081,WH010,2024-03-25,2024-04-14,2024-04-23,4230,76.2
PO006306,SUP0002,PROD00108,WH010,2025-05-03,2025-05-15,2025-05-19,2941,22.22
PO006307,SUP0018,PROD00204,WH001,2024-03-05,2024-03-17,2024-03-25,4285,25.33
PO006308,SUP0045,PROD00097,WH003,2025-10-07,2025-11-01,2025-11-15,4925,3.85
PO006309,SUP0060,PROD00122,WH005,2025-10-24,2025-11-23,2025-12-07,257,10.02
PO006310,SUP0033,PROD00251,WH012,2025-09-18,2025-09-25,2025-09-24,2505,53.27
PO006311,SUP0035,PROD00251,WH004,2024-03-04,2024-03-23,2024-03-30,3692,22.22
PO006312,SUP0036,PROD00021,WH010,2024-12-08,2024-12-27,2024-12-25,3426,48.41
PO006313,SUP0009,PROD00159,WH006,2024-12-17,2025-01-05,2025-01-19,3199,26.12
PO006314,SUP0062,PROD00231,WH004,2024-06-06,2024-06-21,2024-07-06,3163,70.19
PO006315,SUP0026,PROD00129,WH001,2025-08-11,2025-08-19,2025-08-17,2820,64.23
PO006316,SUP0052,PROD00278,WH012,2025-05-05,2025-05-25,2025-05-28,4765,47.53
PO006317,SUP0067,PROD00011,WH005,2025-10-19,2025-10-27,2025-10-25,907,31.88
PO006318,SUP0041,PROD00220,WH010,2025-04-07,2025-05-04,2025-05-16,2286,23.98
PO006319,SUP0061,PROD00083,WH002,2024-08-12,2024-08-23,2024-08-21,4129,51.25
PO006320,SUP0059,PROD00233,WH002,2024-11-08,2024-12-04,2024-12-17,3486,43.85
PO006321,SUP0013,PROD00199,WH006,2025-09-06,2025-09-29,2025-10-14,4157,18.84
PO006322,SUP0030,PROD00211,WH004,2025-04-10,2025-04-29,2025-05-01,2534,19.35
PO006323,SUP0016,PROD00017,WH005,2024-03-28,2024-04-26,2024-04-25,4417,70.71
PO006324,SUP0072,PROD00215,WH008,2024-10-29,2024-11-13,2024-11-24,914,35.69
PO006325,SUP0042,PROD00245,WH012,2025-11-10,2025-11-19,2025-11-28,1319,79.58
PO006326,SUP0071,PROD00074,WH010,2025-03-10,2025-04-01,2025-03-31,973,36.36
PO006327,SUP0072,PROD00274,WH009,2025-11-12,2025-11-22,2025-12-04,3016,56.9
PO006328,SUP0034,PROD00296,WH011,2024-05-14,2024-06-08,2024-06-10,4781,27.49
PO006329,SUP0004,PROD00272,WH005,2024-02-19,2024-02-26,2024-03-06,828,24.88
PO006330,SUP0072,PROD00172,WH006,2025-03-07,2025-04-04,2025-04-12,1593,24.25
PO006331,SUP0008,PROD00143,WH004,2024-12-05,2024-12-24,2024-12-28,3743,68.77
PO006332,SUP0016,PROD00272,WH006,2024-12-12,2024-12-30,2025-01-02,3028,27.72
PO006333,SUP0064,PROD00012,WH008,2025-10-07,2025-10-30,2025-11-08,1019,35.97
PO006334,SUP0033,PROD00281,WH012,2024-12-12,2024-12-30,2025-01-04,792,34.41
PO006335,SUP0001,PROD00003,WH001,2025-10-10,2025-10-23,2025-10-29,2236,67.92
PO006336,SUP0048,PROD00211,WH001,2024-09-01,2024-09-07,2024-09-18,1230,37.86
PO006337,SUP0007,PROD00217,WH005,2024-04-18,2024-04-30,2024-04-30,340,18.88
PO006338,SUP0021,PROD00300,WH007,2025-06-16,2025-07-05,2025-07-17,4303,13.64
PO006339,SUP0023,PROD00288,WH009,2024-03-30,2024-04-27,2024-04-29,2714,49.28
PO006340,SUP0020,PROD00233,WH004,2024-10-22,2024-11-19,2024-11-25,2200,56.32
PO006341,SUP0063,PROD00295,WH012,2024-04-21,2024-05-04,2024-05-19,4918,59.9
PO006342,SUP0015,PROD00246,WH012,2025-08-11,2025-08-20,2025-08-28,1606,55.62
PO006343,SUP0053,PROD00165,WH005,2024-06-25,2024-07-25,2024-08-04,3658,43.94
PO006344,SUP0066,PROD00237,WH009,2024-12-08,2025-01-05,2025-01-13,2003,52.13
PO006345,SUP0009,PROD00031,WH012,2025-10-21,2025-11-16,2025-11-28,2652,14.3
PO006346,SUP0019,PROD00182,WH011,2024-04-10,2024-04-21,2024-05-06,4844,30.9
PO006347,SUP0064,PROD00236,WH002,2025-09-20,2025-09-26,2025-10-06,4583,49.35
PO006348,SUP0052,PROD00002,WH011,2025-08-26,2025-09-10,2025-09-13,885,75.81
PO006349,SUP0029,PROD00011,WH005,2025-02-04,2025-02-24,2025-03-02,511,65.73
PO006350,SUP0049,PROD00031,WH001,2024-01-28,2024-02-07,2024-02-15,2414,3.85
PO006351,SUP0013,PROD00210,WH011,2025-06-20,2025-06-28,2025-07-01,3260,74.47
PO006352,SUP0046,PROD00076,WH008,2024-02-27,2024-03-18,2024-03-29,14,76.2
PO006353,SUP0020,PROD00230,WH010,2025-05-12,2025-05-31,2025-05-31,3849,43.66
PO006354,SUP0056,PROD00110,WH012,2024-10-23,2024-10-31,2024-11-11,2678,63.37
PO006355,SUP0038,PROD00092,WH012,2024-05-13,2024-05-18,2024-05-28,3766,54.95
PO006356,SUP0078,PROD00013,WH012,2024-11-26,2024-12-06,2024-12-21,2419,63.42
PO006357,SUP0071,PROD00052,WH008,2024-09-05,2024-09-16,2024-09-29,3345,24.38
PO006358,SUP0018,PROD00086,WH008,2025-07-03,2025-07-22,2025-07-31,293,69.4
PO006359,SUP0040,PROD00127,WH002,2024-03-15,2024-03-24,2024-04-01,3256,49.22
PO006360,SUP0074,PROD00035,WH006,2025-10-15,2025-11-09,2025-11-13,4190,63.62
PO006361,SUP0035,PROD00248,WH003,2024-06-16,2024-06-30,2024-07-10,2758,26.12
PO006362,SUP0037,PROD00197,WH008,2025-05-17,2025-06-04,2025-06-02,4207,33.05
PO006363,SUP0027,PROD00224,WH010,2024-12-20,2024-12-30,2024-12-28,185,26.12
PO006364,SUP0041,PROD00180,WH001,2024-08-12,2024-08-29,2024-08-29,1523,11.04
PO006365,SUP0031,PROD00132,WH001,2025-10-25,2025-11-11,2025-11-10,3870,59.9
PO006366,SUP0018,PROD00080,WH011,2025-06-14,2025-06-26,2025-06-25,464,48.5
PO006367,SUP0050,PROD00225,WH007,2024-05-25,2024-06-21,2024-07-01,3335,52.04
PO006368,SUP0001,PROD00167,WH004,2024-08-28,2024-09-12,2024-09-18,1474,60.12
PO006369,SUP0015,PROD00211,WH010,2024-12-09,2024-12-22,2024-12-24,2283,48.41
PO006370,SUP0029,PROD00086,WH009,2024-02-04,2024-02-16,2024-02-23,3568,70.71
PO006371,SUP0071,PROD00007,WH006,2025-12-02,2025-12-09,2025-12-20,4548,11.7
PO006372,SUP0067,PROD00017,WH006,2024-01-01,2024-01-08,2024-01-12,3721,21.53
PO006373,SUP0015,PROD00115,WH007,2024-06-01,2024-06-13,2024-06-15,3643,49.79
PO006374,SUP0050,PROD00152,WH006,2025-03-04,2025-03-26,2025-04-09,2731,18.01
PO006375,SUP0053,PROD00057,WH006,2025-05-22,2025-06-07,2025-06-08,986,60.2
PO006376,SUP0002,PROD00179,WH011,2024-05-05,2024-05-10,2024-05-21,3003,47.53
PO006377,SUP0047,PROD00081,WH010,2025-05-05,2025-05-25,2025-05-22,3069,56.32
PO006378,SUP0052,PROD00273,WH008,2025-04-26,2025-05-02,2025-05-16,2196,12.4
PO006379,SUP0017,PROD00098,WH006,2024-12-10,2024-12-24,2024-12-23,4816,22.22
PO006380,SUP0076,PROD00223,WH011,2024-08-08,2024-08-31,2024-09-14,1429,25.33
PO006381,SUP0051,PROD00078,WH007,2025-12-23,2026-01-07,2026-01-21,2029,64.23
PO006382,SUP0004,PROD00018,WH007,2024-01-25,2024-02-09,2024-02-19,1542,16.07
PO006383,SUP0009,PROD00188,WH002,2025-06-11,2025-06-26,2025-07-04,3963,19.53
PO006384,SUP0058,PROD00186,WH002,2024-06-30,2024-07-30,2024-08-14,4802,73.3
PO006385,SUP0067,PROD00129,WH010,2025-05-13,2025-05-24,2025-06-05,2750,19.27
PO006386,SUP0023,PROD00233,WH004,2025-10-02,2025-10-13,2025-10-12,2198,65.73
PO006387,SUP0043,PROD00272,WH011,2024-02-11,2024-03-11,2024-03-16,172,40.8
PO006388,SUP0080,PROD00253,WH007,2025-04-25,2025-05-21,2025-05-20,1316,45.48
PO006389,SUP0035,PROD00214,WH002,2025-03-14,2025-03-22,2025-03-25,3259,51.25
PO006390,SUP0010,PROD00164,WH003,2025-02-05,2025-02-18,2025-02-27,3545,49.35
PO006391,SUP0032,PROD00078,WH003,2025-06-29,2025-07-28,2025-08-04,1054,41.14
PO006392,SUP0058,PROD00021,WH012,2024-12-10,2025-01-05,2025-01-10,4188,4.55
PO006393,SUP0014,PROD00139,WH009,2024-02-14,2024-02-22,2024-02-19,895,26.12
PO006394,SUP0057,PROD00038,WH010,2025-10-07,2025-10-17,2025-11-01,4584,70.71
PO006395,SUP0006,PROD00285,WH010,2024-01-21,2024-02-12,2024-02-17,2066,55.62
PO006396,SUP0039,PROD00284,WH011,2025-09-25,2025-10-07,2025-10-18,988,35.9
PO006397,SUP0052,PROD00264,WH002,2024-03-10,2024-04-09,2024-04-10,4003,26.49
PO006398,SUP0002,PROD00008,WH009,2024-02-17,2024-03-17,2024-03-21,158,19.49
PO006399,SUP0070,PROD00007,WH006,2025-05-05,2025-05-20,2025-06-02,4170,6.44
PO006400,SUP0016,PROD00138,WH001,2025-07-04,2025-07-10,2025-07-24,1587,26.38
PO006401,SUP0004,PROD00175,WH001,2024-10-13,2024-10-24,2024-10-30,4539,42.03
PO006402,SUP0007,PROD00174,WH007,2024-01-10,2024-02-07,2024-02-07,1823,11.94
PO006403,SUP0056,PROD00020,WH011,2025-06-25,2025-07-10,2025-07-23,1520,34.41
PO006404,SUP0009,PROD00050,WH007,2024-09-30,2024-10-08,2024-10-12,3408,67.11
PO006405,SUP0054,PROD00012,WH003,2025-08-22,2025-09-14,2025-09-20,625,72.62
PO006406,SUP0056,PROD00230,WH007,2025-01-15,2025-01-25,2025-01-31,2125,18.39
PO006407,SUP0015,PROD00077,WH012,2024-11-24,2024-12-03,2024-12-16,2850,75.35
PO006408,SUP0025,PROD00204,WH003,2025-04-23,2025-05-16,2025-05-29,432,54.64
PO006409,SUP0080,PROD00261,WH009,2024-01-15,2024-02-03,2024-02-08,2168,33.24
PO006410,SUP0077,PROD00039,WH003,2025-05-30,2025-06-22,2025-06-29,3194,48.5
PO006411,SUP0020,PROD00001,WH004,2024-07-09,2024-07-14,2024-07-29,1845,43.85
PO006412,SUP0056,PROD00190,WH007,2024-06-16,2024-06-23,2024-06-28,2909,21.53
PO006413,SUP0054,PROD00201,WH006,2025-06-04,2025-06-24,2025-06-24,4032,72.91
PO006414,SUP0028,PROD00012,WH005,2025-09-12,2025-10-03,2025-10-03,4717,47.27
PO006415,SUP0008,PROD00156,WH004,2024-05-16,2024-06-09,2024-06-17,4116,24.25
PO006416,SUP0038,PROD00052,WH007,2024-06-02,2024-06-25,2024-07-04,2227,9.15
PO006417,SUP0068,PROD00198,WH003,2025-01-22,2025-02-07,2025-02-05,4626,66.95
PO006418,SUP0017,PROD00066,WH004,2024-07-27,2024-08-11,2024-08-14,198,2.46
PO006419,SUP0035,PROD00283,WH008,2024-09-28,2024-10-18,2024-10-19,3168,76.2
PO006420,SUP0024,PROD00212,WH002,2024-05-22,2024-06-04,2024-06-04,1792,11.84
PO006421,SUP0047,PROD00186,WH008,2025-09-02,2025-09-28,2025-10-13,2068,35.9
PO006422,SUP0051,PROD00061,WH009,2024-03-09,2024-03-24,2024-04-07,119,11.84
PO006423,SUP0065,PROD00103,WH010,2024-09-03,2024-09-30,2024-10-07,2020,55.28
PO006424,SUP0067,PROD00113,WH006,2024-09-17,2024-10-01,2024-09-29,2232,12.25
PO006425,SUP0019,PROD00243,WH009,2024-03-19,2024-04-13,2024-04-18,4355,63.62
PO006426,SUP0070,PROD00262,WH002,2025-10-19,2025-11-04,2025-11-19,4839,25.08
PO006427,SUP0056,PROD00197,WH006,2025-09-14,2025-09-24,2025-09-21,3130,23.31
PO006428,SUP0023,PROD00190,WH011,2025-08-27,2025-09-20,2025-09-23,4908,63.45
PO006429,SUP0059,PROD00224,WH012,2025-06-08,2025-06-26,2025-06-27,1347,56.38
PO006430,SUP0054,PROD00276,WH004,2025-09-12,2025-09-21,2025-09-25,689,61.6
PO006431,SUP0061,PROD00175,WH004,2024-11-25,2024-12-25,2024-12-27,2093,29.38
PO006432,SUP0027,PROD00177,WH006,2024-07-07,2024-07-15,2024-07-29,3862,64.23
PO006433,SUP0021,PROD00069,WH009,2024-04-04,2024-04-26,2024-04-24,155,30.65
PO006434,SUP0064,PROD00042,WH011,2025-09-08,2025-09-15,2025-09-26,229,77.48
PO006435,SUP0073,PROD00152,WH006,2024-01-08,2024-01-26,2024-01-27,155,52.04
PO006436,SUP0074,PROD00147,WH005,2024-03-07,2024-03-16,2024-03-25,3735,35.97
PO006437,SUP0028,PROD00143,WH002,2025-05-10,2025-05-22,2025-05-30,2319,54.64
PO006438,SUP0080,PROD00038,WH001,2024-07-09,2024-08-05,2024-08-09,1787,75.4
PO006439,SUP0016,PROD00271,WH007,2024-12-31,2025-01-10,2025-01-14,3507,63.62
PO006440,SUP0007,PROD00218,WH007,2025-06-04,2025-06-23,2025-07-08,3994,4.55
PO006441,SUP0061,PROD00247,WH011,2024-04-26,2024-05-24,2024-05-29,1122,65.84
PO006442,SUP0013,PROD00041,WH011,2024-09-23,2024-10-22,2024-10-20,513,37.22
